id,abilities,name,weight,ThumbnailAltText,weakness,number,height,collectibles_slug,featured,ThumbnailImage,threat_type,slug
301,Swift Swim,Swampert,224.9,Swampert,Grass,260,75,swampert,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/260.png,water ground,swampert
302,Torrent,Swampert,180.6,Swampert,Grass,260,59,swampert,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/260.png,water ground,swampert
303,Quick FeetRun Away,Poochyena,30,Poochyena,Fighting Bug Fairy,261,20,poochyena,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/261.png,dark,poochyena
304,IntimidateQuick Feet,Mightyena,81.6,Mightyena,Fighting Bug Fairy,262,39,mightyena,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/262.png,dark,mightyena
305,GluttonyPickup,Zigzagoon,38.6,Zigzagoon,Fighting,263,16,zigzagoon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/263.png,normal,zigzagoon
306,GluttonyPickup,Linoone,71.6,Linoone,Fighting,264,20,linoone,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/264.png,normal,linoone
307,Shield Dust,Wurmple,7.9,Wurmple,Fire Flying Rock,265,12,wurmple,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/265.png,bug,wurmple
308,Shed Skin,Silcoon,22,Silcoon,Fire Flying Rock,266,24,silcoon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/266.png,bug,silcoon
309,Swarm,Beautifly,62.6,Beautifly,Rock Electric Fire Flying Ice,267,39,beautifly,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/267.png,bug flying,beautifly
310,Shed Skin,Cascoon,25.4,Cascoon,Fire Flying Rock,268,28,cascoon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/268.png,bug,cascoon
311,Shield Dust,Dustox,69.7,Dustox,Fire Flying Psychic Rock,269,47,dustox,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/269.png,bug poison,dustox
312,Rain DishSwift Swim,Lotad,5.7,Lotad,Bug Flying Poison,270,20,lotad,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/270.png,water grass,lotad
313,Rain DishSwift Swim,Lombre,71.6,Lombre,Bug Flying Poison,271,47,lombre,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/271.png,water grass,lombre
314,Rain DishSwift Swim,Ludicolo,121.3,Ludicolo,Bug Flying Poison,272,59,ludicolo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/272.png,water grass,ludicolo
315,ChlorophyllEarly Bird,Seedot,8.8,Seedot,Bug Fire Flying Ice Poison,273,20,seedot,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/273.png,grass,seedot
316,ChlorophyllEarly Bird,Nuzleaf,61.7,Nuzleaf,Bug Fire Fighting Flying Ice Poison Fairy,274,39,nuzleaf,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/274.png,grass dark,nuzleaf
317,ChlorophyllEarly Bird,Shiftry,131.4,Shiftry,Bug Fire Fighting Flying Ice Poison Fairy,275,51,shiftry,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/275.png,grass dark,shiftry
318,Guts,Taillow,5.1,Taillow,Electric Ice Rock,276,12,taillow,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/276.png,normal flying,taillow
319,Guts,Swellow,43.7,Swellow,Electric Ice Rock,277,28,swellow,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/277.png,normal flying,swellow
320,Keen Eye,Wingull,20.9,Wingull,Electric Rock,278,24,wingull,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/278.png,water flying,wingull
321,Keen Eye,Pelipper,61.7,Pelipper,Electric Rock,279,47,pelipper,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/279.png,water flying,pelipper
322,SynchronizeTrace,Ralts,14.6,Ralts,Ghost Steel Poison,280,16,ralts,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/280.png,psychic fairy,ralts
323,SynchronizeTrace,Kirlia,44.5,Kirlia,Ghost Steel Poison,281,31,kirlia,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/281.png,psychic fairy,kirlia
324,Pixilate,Gardevoir,106.7,Gardevoir,Ghost Steel Poison,282,63,gardevoir,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/282.png,psychic fairy,gardevoir
325,SynchronizeTrace,Gardevoir,106.7,Gardevoir,Ghost Steel Poison,282,63,gardevoir,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/282.png,psychic fairy,gardevoir
326,Swift Swim,Surskit,3.7,Surskit,Electric Flying Rock,283,20,surskit,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/283.png,bug water,surskit
327,Intimidate,Masquerain,7.9,Masquerain,Rock Electric Fire Flying Ice,284,31,masquerain,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/284.png,bug flying,masquerain
328,Effect SporePoison Heal,Shroomish,9.9,Shroomish,Bug Fire Flying Ice Poison,285,16,shroomish,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/285.png,grass,shroomish
329,Effect SporePoison Heal,Breloom,86.4,Breloom,Flying Fire Ice Poison Psychic Fairy,286,47,breloom,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/286.png,grass fighting,breloom
330,Truant,Slakoth,52.9,Slakoth,Fighting,287,31,slakoth,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/287.png,normal,slakoth
331,Vital Spirit,Vigoroth,102.5,Vigoroth,Fighting,288,55,vigoroth,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/288.png,normal,vigoroth
332,Truant,Slaking,287.7,Slaking,Fighting,289,79,slaking,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/289.png,normal,slaking
333,Compound Eyes,Nincada,12.1,Nincada,Fire Flying Ice Water,290,20,nincada,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/290.png,bug ground,nincada
334,Speed Boost,Ninjask,26.5,Ninjask,Rock Electric Fire Flying Ice,291,31,ninjask,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/291.png,bug flying,ninjask
335,Wonder Guard,Shedinja,2.6,Shedinja,Dark Fire Flying Ghost Rock,292,31,shedinja,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/292.png,bug ghost,shedinja
336,Soundproof,Whismur,35.9,Whismur,Fighting,293,24,whismur,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/293.png,normal,whismur
337,Soundproof,Loudred,89.3,Loudred,Fighting,294,39,loudred,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/294.png,normal,loudred
338,Soundproof,Exploud,185.2,Exploud,Fighting,295,59,exploud,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/295.png,normal,exploud
339,GutsThick Fat,Makuhita,190.5,Makuhita,Flying Psychic Fairy,296,39,makuhita,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/296.png,fighting,makuhita
340,GutsThick Fat,Hariyama,559.5,Hariyama,Flying Psychic Fairy,297,91,hariyama,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/297.png,fighting,hariyama
341,Huge PowerThick Fat,Azurill,4.4,Azurill,Steel Poison,298,8,azurill,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/298.png,normal fairy,azurill
342,Magnet PullSturdy,Nosepass,213.8,Nosepass,Fighting Grass Ground Steel Water,299,39,nosepass,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/299.png,rock,nosepass
343,Cute CharmNormalize,Skitty,24.3,Skitty,Fighting,300,24,skitty,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/300.png,normal,skitty
344,Cute CharmNormalize,Delcatty,71.9,Delcatty,Fighting,301,43,delcatty,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/301.png,normal,delcatty
345,Magic Bounce,Sableye,354.9,Sableye,Fairy,302,20,sableye,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/302.png,dark ghost,sableye
346,Keen EyeStall,Sableye,24.3,Sableye,Fairy,302,20,sableye,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/302.png,dark ghost,sableye
347,Huge Power,Mawile,51.8,Mawile,Fire Ground,303,39,mawile,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/303.png,steel fairy,mawile
348,Hyper CutterIntimidate,Mawile,25.4,Mawile,Fire Ground,303,24,mawile,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/303.png,steel fairy,mawile
349,Rock HeadSturdy,Aron,132.3,Aron,Fighting Ground Water,304,16,aron,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/304.png,steel rock,aron
350,Rock HeadSturdy,Lairon,264.6,Lairon,Fighting Ground Water,305,35,lairon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/305.png,steel rock,lairon
351,Filter,Aggron,870.8,Aggron,Fire Fighting Ground,306,87,aggron,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/306.png,steel,aggron
352,Rock HeadSturdy,Aggron,793.7,Aggron,Fighting Ground Water,306,83,aggron,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/306.png,steel rock,aggron
353,Pure Power,Meditite,24.7,Meditite,Flying Ghost Fairy,307,24,meditite,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/307.png,fighting psychic,meditite
354,Pure Power,Medicham,69.4,Medicham,Ghost Flying Fairy,308,51,medicham,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/308.png,fighting psychic,medicham
355,Pure Power,Medicham,69.4,Medicham,Flying Ghost Fairy,308,51,medicham,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/308.png,fighting psychic,medicham
356,Lightning RodStatic,Electrike,33.5,Electrike,Ground,309,24,electrike,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/309.png,electric,electrike
357,Intimidate,Manectric,97,Manectric,Ground,310,71,manectric,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/310.png,electric,manectric
358,Lightning RodStatic,Manectric,88.6,Manectric,Ground,310,59,manectric,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/310.png,electric,manectric
359,Plus,Plusle,9.3,Plusle,Ground,311,16,plusle,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/311.png,electric,plusle
360,Minus,Minun,9.3,Minun,Ground,312,16,minun,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/312.png,electric,minun
361,IlluminateSwarm,Volbeat,39,Volbeat,Fire Flying Rock,313,28,volbeat,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/313.png,bug,volbeat
362,ObliviousTinted Lens,Illumise,39,Illumise,Fire Flying Rock,314,24,illumise,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/314.png,bug,illumise
363,Natural CurePoison Point,Roselia,4.4,Roselia,Fire Flying Ice Psychic,315,12,roselia,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/315.png,grass poison,roselia
364,Liquid OozeSticky Hold,Gulpin,22.7,Gulpin,Ground Psychic,316,16,gulpin,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/316.png,poison,gulpin
365,Liquid OozeSticky Hold,Swalot,176.4,Swalot,Ground Psychic,317,67,swalot,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/317.png,poison,swalot
366,Rough Skin,Carvanha,45.9,Carvanha,Bug Electric Fighting Grass Fairy,318,31,carvanha,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/318.png,water dark,carvanha
367,Strong Jaw,Sharpedo,287.3,Sharpedo,Fairy Grass Electric Fighting Bug,319,98,sharpedo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/319.png,water dark,sharpedo
368,Rough Skin,Sharpedo,195.8,Sharpedo,Bug Electric Fighting Grass Fairy,319,71,sharpedo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/319.png,water dark,sharpedo
369,ObliviousWater Veil,Wailmer,286.6,Wailmer,Electric Grass,320,79,wailmer,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/320.png,water,wailmer
370,ObliviousWater Veil,Wailord,877.4,Wailord,Electric Grass,321,571,wailord,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/321.png,water,wailord
371,ObliviousSimple,Numel,52.9,Numel,Water Ground,322,28,numel,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/322.png,fire ground,numel
372,Sheer Force,Camerupt,706.6,Camerupt,Water Ground,323,98,camerupt,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/323.png,fire ground,camerupt
373,Magma ArmorSolid Rock,Camerupt,485,Camerupt,Water Ground,323,75,camerupt,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/323.png,fire ground,camerupt
374,White Smoke,Torkoal,177.2,Torkoal,Ground Rock Water,324,20,torkoal,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/324.png,fire,torkoal
375,Own TempoThick Fat,Spoink,67.5,Spoink,Bug Dark Ghost,325,28,spoink,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/325.png,psychic,spoink
376,Own TempoThick Fat,Grumpig,157.6,Grumpig,Bug Dark Ghost,326,35,grumpig,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/326.png,psychic,grumpig
377,Own TempoTangled Feet,Spinda,11,Spinda,Fighting,327,43,spinda,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/327.png,normal,spinda
378,Arena TrapHyper Cutter,Trapinch,33.1,Trapinch,Grass Ice Water,328,28,trapinch,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/328.png,ground,trapinch
379,Levitate,Vibrava,33.7,Vibrava,Ice Dragon Fairy,329,43,vibrava,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/329.png,ground dragon,vibrava
380,Levitate,Flygon,180.8,Flygon,Ice Dragon Fairy,330,79,flygon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/330.png,ground dragon,flygon
381,Sand Veil,Cacnea,113.1,Cacnea,Bug Fire Flying Ice Poison,331,16,cacnea,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/331.png,grass,cacnea
382,Sand Veil,Cacturne,170.6,Cacturne,Bug Fire Fighting Flying Ice Poison Fairy,332,51,cacturne,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/332.png,grass dark,cacturne
383,Natural Cure,Swablu,2.6,Swablu,Electric Ice Rock,333,16,swablu,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/333.png,normal flying,swablu
384,Pixilate,Altaria,45.4,Altaria,Steel Fairy Poison Ice,334,59,altaria,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/334.png,dragon fairy,altaria
385,Natural Cure,Altaria,45.4,Altaria,Ice Dragon Rock Fairy,334,43,altaria,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/334.png,dragon flying,altaria
386,Immunity,Zangoose,88.8,Zangoose,Fighting,335,51,zangoose,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/335.png,normal,zangoose
387,Shed Skin,Seviper,115.7,Seviper,Ground Psychic,336,106,seviper,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/336.png,poison,seviper
388,Levitate,Lunatone,370.4,Lunatone,Bug Dark Ghost Grass Steel Water,337,39,lunatone,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/337.png,rock psychic,lunatone
389,Levitate,Solrock,339.5,Solrock,Bug Dark Ghost Grass Steel Water,338,47,solrock,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/338.png,rock psychic,solrock
390,AnticipationOblivious,Barboach,4.2,Barboach,Grass,339,16,barboach,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/339.png,water ground,barboach
391,AnticipationOblivious,Whiscash,52,Whiscash,Grass,340,35,whiscash,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/340.png,water ground,whiscash
392,Hyper CutterShell Armor,Corphish,25.4,Corphish,Electric Grass,341,24,corphish,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/341.png,water,corphish
393,Hyper CutterShell Armor,Crawdaunt,72.3,Crawdaunt,Bug Electric Fighting Grass Fairy,342,43,crawdaunt,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/342.png,water dark,crawdaunt
394,Levitate,Baltoy,47.4,Baltoy,Bug Dark Ghost Grass Water Ice,343,20,baltoy,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/343.png,ground psychic,baltoy
395,Levitate,Claydol,238.1,Claydol,Bug Dark Ghost Grass Water Ice,344,59,claydol,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/344.png,ground psychic,claydol
396,Suction Cups,Lileep,52.5,Lileep,Bug Fighting Ice Steel,345,39,lileep,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/345.png,rock grass,lileep
397,Suction Cups,Cradily,133.2,Cradily,Bug Fighting Ice Steel,346,59,cradily,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/346.png,rock grass,cradily
398,Battle Armor,Anorith,27.6,Anorith,Rock Steel Water,347,28,anorith,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/347.png,rock bug,anorith
399,Battle Armor,Armaldo,150.4,Armaldo,Rock Steel Water,348,59,armaldo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/348.png,rock bug,armaldo
400,ObliviousSwift Swim,Feebas,16.3,Feebas,Electric Grass,349,24,feebas,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/349.png,water,feebas
401,CompetitiveMarvel Scale,Milotic,357.1,Milotic,Electric Grass,350,244,milotic,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/350.png,water,milotic
402,Forecast,Castform,1.8,Castform,Fire Steel Fighting Rock,351,12,castform,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png,ice,castform
403,Forecast,Castform,1.8,Castform,Grass Electric,351,12,castform,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png,water,castform
404,Forecast,Castform,1.8,Castform,Water Rock Ground,351,12,castform,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png,fire,castform
405,Forecast,Castform,1.8,Castform,Fighting,351,12,castform,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png,normal,castform
406,Color Change,Kecleon,48.5,Kecleon,Fighting,352,39,kecleon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/352.png,normal,kecleon
407,FriskInsomnia,Shuppet,5.1,Shuppet,Dark Ghost,353,24,shuppet,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/353.png,ghost,shuppet
408,Prankster,Banette,28.7,Banette,Ghost Dark,354,47,banette,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/354.png,ghost,banette
409,FriskInsomnia,Banette,27.6,Banette,Dark Ghost,354,43,banette,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/354.png,ghost,banette
410,Levitate,Duskull,33.1,Duskull,Dark Ghost,355,31,duskull,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/355.png,ghost,duskull
411,Pressure,Dusclops,67.5,Dusclops,Dark Ghost,356,63,dusclops,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/356.png,ghost,dusclops
412,ChlorophyllSolar Power,Tropius,220.5,Tropius,Ice Fire Flying Poison Rock,357,79,tropius,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/357.png,grass flying,tropius
413,Levitate,Chimecho,2.2,Chimecho,Bug Dark Ghost,358,24,chimecho,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/358.png,psychic,chimecho
414,Magic Bounce,Absol,108,Absol,Fairy Bug Fighting,359,47,absol,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/359.png,dark,absol
415,PressureSuper Luck,Absol,103.6,Absol,Fighting Bug Fairy,359,47,absol,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/359.png,dark,absol
416,Shadow Tag,Wynaut,30.9,Wynaut,Bug Dark Ghost,360,24,wynaut,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/360.png,psychic,wynaut
417,Ice BodyInner Focus,Snorunt,37,Snorunt,Fire Fighting Rock Steel,361,28,snorunt,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/361.png,ice,snorunt
418,Refrigerate,Glalie,772.1,Glalie,Fire Steel Fighting Rock,362,83,glalie,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/362.png,ice,glalie
419,Ice BodyInner Focus,Glalie,565.5,Glalie,Fire Fighting Rock Steel,362,59,glalie,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/362.png,ice,glalie
420,Ice BodyThick Fat,Spheal,87.1,Spheal,Electric Fighting Grass Rock,363,31,spheal,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/363.png,ice water,spheal
421,Ice BodyThick Fat,Sealeo,193.1,Sealeo,Electric Fighting Grass Rock,364,43,sealeo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/364.png,ice water,sealeo
422,Ice BodyThick Fat,Walrein,332,Walrein,Electric Fighting Grass Rock,365,55,walrein,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/365.png,ice water,walrein
423,Shell Armor,Clamperl,115.7,Clamperl,Electric Grass,366,16,clamperl,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/366.png,water,clamperl
424,Swift Swim,Huntail,59.5,Huntail,Electric Grass,367,67,huntail,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/367.png,water,huntail
425,Swift Swim,Gorebyss,49.8,Gorebyss,Electric Grass,368,71,gorebyss,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/368.png,water,gorebyss
426,Rock HeadSwift Swim,Relicanth,51.6,Relicanth,Grass Electric Fighting Ground,369,39,relicanth,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/369.png,water rock,relicanth
427,Swift Swim,Luvdisc,19.2,Luvdisc,Electric Grass,370,24,luvdisc,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/370.png,water,luvdisc
428,Rock Head,Bagon,92.8,Bagon,Dragon Ice Fairy,371,24,bagon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/371.png,dragon,bagon
429,Rock Head,Shelgon,243.6,Shelgon,Dragon Ice Fairy,372,43,shelgon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/372.png,dragon,shelgon
430,Aerilate,Salamence,248.2,Salamence,Fairy Rock Ice Dragon,373,71,salamence,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/373.png,dragon flying,salamence
431,Intimidate,Salamence,226.2,Salamence,Ice Dragon Rock Fairy,373,59,salamence,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/373.png,dragon flying,salamence
432,Clear Body,Beldum,209.9,Beldum,Fire Ground Ghost Dark,374,24,beldum,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/374.png,steel psychic,beldum
433,Clear Body,Metang,446.4,Metang,Fire Ground Ghost Dark,375,47,metang,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/375.png,steel psychic,metang
434,Tough Claws,Metagross,2078.7,Metagross,Ghost Fire Dark Ground,376,98,metagross,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/376.png,steel psychic,metagross
435,Clear Body,Metagross,1212.5,Metagross,Fire Ground Ghost Dark,376,63,metagross,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/376.png,steel psychic,metagross
436,Clear Body,Regirock,507.1,Regirock,Fighting Grass Ground Steel Water,377,67,regirock,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/377.png,rock,regirock
437,Clear Body,Regice,385.8,Regice,Fire Fighting Rock Steel,378,71,regice,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/378.png,ice,regice
438,Clear Body,Registeel,451.9,Registeel,Fighting Fire Ground,379,75,registeel,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/379.png,steel,registeel
439,Levitate,Latias,114.6,Latias,Ghost Ice Dragon Dark Fairy Bug,380,71,latias,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/380.png,dragon psychic,latias
440,Levitate,Latias,88.2,Latias,Bug Dark Dragon Ghost Ice Fairy,380,55,latias,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/380.png,dragon psychic,latias
441,Levitate,Latios,154.3,Latios,Ghost Ice Dragon Dark Fairy Bug,381,91,latios,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/381.png,dragon psychic,latios
442,Levitate,Latios,132.3,Latios,Bug Dark Dragon Ghost Ice Fairy,381,79,latios,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/381.png,dragon psychic,latios
443,Primordial Sea,Kyogre,948,Kyogre,Grass Electric,382,386,kyogre,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/382.png,water,kyogre
444,Drizzle,Kyogre,776,Kyogre,Electric Grass,382,177,kyogre,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/382.png,water,kyogre
445,Desolate Land,Groudon,2204,Groudon,Water Ground,383,197,groudon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/383.png,ground fire,groudon
446,Drought,Groudon,2094.4,Groudon,Grass Ice Water,383,138,groudon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/383.png,ground,groudon
447,Delta Stream,Rayquaza,864.2,Rayquaza,Fairy Rock Ice Dragon,384,425,rayquaza,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/384.png,dragon flying,rayquaza
448,Air Lock,Rayquaza,455.2,Rayquaza,Ice Dragon Rock Fairy,384,276,rayquaza,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/384.png,dragon flying,rayquaza
449,Serene Grace,Jirachi,2.4,Jirachi,Fire Ground Ghost Dark,385,12,jirachi,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/385.png,steel psychic,jirachi
450,Pressure,Deoxys,134,Deoxys,Bug Dark Ghost,386,67,deoxys,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png,psychic,deoxys
451,Pressure,Deoxys,134,Deoxys,Bug Dark Ghost,386,67,deoxys,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png,psychic,deoxys
452,Pressure,Deoxys,134,Deoxys,Bug Dark Ghost,386,67,deoxys,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png,psychic,deoxys
453,Pressure,Deoxys,134,Deoxys,Bug Dark Ghost,386,67,deoxys,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png,psychic,deoxys
